Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    109     91.774      6.334		0.31467949913026405 | 0.7323258087671446

 R  29 G 429    111     96.494       3.94		0.029295297320044218 | 0.07625073853223698

 R  29 G 430    107     96.526      4.187		0.0 | 0.07625073853223698

 R  29 G 431    109     96.468      4.162		0.009295297320044216 | 0.08625073853223697

 R  29 G 432    109     96.504       4.16		0.009295297320044216 | 0.08625073853223697

 R  29 G 433    111     96.518      4.199		0.01 | 0.07625073853223698

 R  29 G 434    109     96.614      4.075		0.03929529732004422 | 0.07625073853223698

 R  29 G 435    107      96.55      4.136		0.0 | 0.07625073853223698

 R  29 G 436    109     96.572      4.139		0.03929529732004422 | 0.07625073853223698

 R  29 G 437    111     96.398      4.236		0.019295297320044216 | 0.07625073853223698

 R  29 G 438    109     96.174      4.117		0.009295297320044216 | 0.06625073853223698

 R  29 G 439    111     96.766      4.293		0.019295297320044216 | 0.07625073853223698

 R  29 G 440    111     96.598      4.242		0.0 | 0.06625073853223698

 R  29 G 441    111     96.642      4.226		0.0 | 0.05625073853223698

 R  29 G 442    109     96.356      4.214		0.029295297320044218 | 0.08625073853223697

 R  29 G 443    111      96.51      4.189		0.019295297320044216 | 0.07625073853223698

 R  29 G 444    111     96.488       4.26		0.019295297320044216 | 0.07625073853223698

 R  29 G 445    109     96.544      4.184		0.0 | 0.08625073853223697

 R  29 G 446    109     96.576      4.295		0.019295297320044216 | 0.06625073853223698

 R  29 G 447    109     96.382      4.114		0.019295297320044216 | 0.08625073853223697

 R  29 G 448    109     96.502      4.217		0.019295297320044216 | 0.08625073853223697

 R  29 G 449    109     96.562       4.18		0.019295297320044216 | 0.07625073853223698

 R  29 G 450    111     96.406      4.161		0.019295297320044216 | 0.07625073853223698

 R  29 G 451    111     96.496       4.16		0.0 | 0.06625073853223698

 R  29 G 452    109     96.466      4.118		0.019295297320044216 | 0.07625073853223698

 R  29 G 453    107     96.482      4.125		0.019295297320044216 | 0.08625073853223697

 R  29 G 454    111     96.504      4.097		0.019295297320044216 | 0.08625073853223697

 R  29 G 455    109     96.556      4.121		0.01 | 0.06625073853223698

 R  29 G 456    107      96.75      4.198		0.019295297320044216 | 0.07625073853223698

 R  29 G 457    107     96.522      4.118		0.029295297320044218 | 0.09625073853223697

 R  29 G 458    107      96.62      4.232		0.0 | 0.07625073853223698

 R  29 G 459    109     96.562      4.062		0.019295297320044216 | 0.08625073853223697

 R  29 G 460    107      96.28      4.241		0.0 | 0.07625073853223698

 R  29 G 461    111     96.518      4.272		0.019295297320044216 | 0.08625073853223697

 R  29 G 462    111     96.562      4.282		0.029295297320044218 | 0.09625073853223697

 R  29 G 463    111     96.566      4.335		0.0 | 0.07625073853223698

 R  29 G 464    111       96.7      4.204		0.0 | 0.06625073853223698

 R  29 G 465    109     96.646      4.178		0.029295297320044218 | 0.08625073853223697

 R  29 G 466    111     96.348      4.216		0.029295297320044218 | 0.09625073853223697

 R  29 G 467    109      96.53      4.278		0.019295297320044216 | 0.06625073853223698

 R  29 G 468    109     96.346      4.287		0.019295297320044216 | 0.07625073853223698

 R  29 G 469    107       96.4      4.274		0.029295297320044218 | 0.09625073853223697

 R  29 G 470    107      96.45      4.229		0.0 | 0.06625073853223698

 R  29 G 471    109      96.65      4.169		0.019295297320044216 | 0.10625073853223696

 R  29 G 472    107     96.254      4.071		0.019295297320044216 | 0.10625073853223696

 R  29 G 473    113     96.206      4.324		0.019295297320044216 | 0.08625073853223697

 R  29 G 474    109     96.524      4.098		0.019295297320044216 | 0.08625073853223697

 R  29 G 475    109     96.568      4.115		0.0 | 0.06625073853223698

 R  29 G 476    109     96.492      4.251		0.019295297320044216 | 0.10625073853223696

 R  29 G 477    109     96.452      4.247		0.019295297320044216 | 0.08625073853223697

 R  29 G 478    107     96.402      4.161		0.0 | 0.07625073853223698

 R  29 G 479    111     96.358      4.286		0.0 | 0.06625073853223698

 R  29 G 480    107     96.336      4.355		0.019295297320044216 | 0.10625073853223696

 R  29 G 481    107     96.338      4.107		0.029295297320044218 | 0.08625073853223697

 R  29 G 482    109       96.4      4.288		0.019295297320044216 | 0.08625073853223697

 R  29 G 483    107      96.54      4.139		0.0 | 0.06625073853223698

 R  29 G 484    111     96.398      4.245		0.01 | 0.06625073853223698

 R  29 G 485    109     96.438       4.31		0.019295297320044216 | 0.10625073853223696

 R  29 G 486    109     96.286      4.082		0.019295297320044216 | 0.08625073853223697

 R  29 G 487    111     96.558      4.107		0.019295297320044216 | 0.08625073853223697

 R  29 G 488    109     96.496      4.253		0.019295297320044216 | 0.10625073853223696

 R  29 G 489    111     96.498      4.151		0.019295297320044216 | 0.08625073853223697

 R  29 G 490    111     96.424      4.125		0.019295297320044216 | 0.08625073853223697

 R  29 G 491    111     96.562      4.246		0.0 | 0.06625073853223698

 R  29 G 492    107      96.45      4.138		0.0 | 0.07625073853223698

 R  29 G 493    107     96.652      4.025		0.019295297320044216 | 0.10625073853223696

 R  29 G 494    107     96.334      4.076		0.019295297320044216 | 0.08625073853223697

 R  29 G 495    107     96.396       4.12		0.0 | 0.06625073853223698

 R  29 G 496    109     96.386      4.058		0.01 | 0.06625073853223698

 R  29 G 497    107      96.53      4.113		0.0 | 0.06625073853223698

 R  29 G 498    107     96.636      3.922		0.0 | 0.06625073853223698

 R  29 G 499    107      96.47      4.196		0.019295297320044216 | 0.08625073853223697

29     1        0.0########### RawFitness
           0          0          119

 R  30 G   0    111     91.496      6.828		0.21786689545202664 | 0.6432195779975761

 R  30 G   1    111     92.058      6.622		0.061438994233780964 | 0.4844568618097843

 R  30 G   2    113     92.872       6.39		0.4916776358293167 | 0.22569944866705305

 R  30 G   3    111      93.01      6.286		0.10092709275541734 | 0.3920412288804206

 R  30 G   4    111      93.47      6.253		0.308766853537229 | 0.1935069810940825

 R  30 G   5    111     93.852      6.036		0.32200937397799556 | 0.02339521879055717

 R  30 G   6    111     93.876      5.918		0.21010779539016466 | 0.12680933758473256

 R  30 G   7    115     94.698      5.868		0.308766853537229 | 0.1935069810940825

 R  30 G   8    111     94.482      5.576		0.09967780520588565 | 0.12049890636857219

 R  30 G   9    113     94.976      5.675		0.2275616277830601 | 0.3733093664556194

 R  30 G  10    111     94.864      5.774		0.2907477558639383 | 0.17083366074857842

 R  30 G  11    113     94.878      5.628		0.44697426284524555 | 0.3822106844209936

 R  30 G  12    113     94.886      5.831		0.5252162757401407 | 0.29178829908254034

 R  30 G  13    113     95.334      5.562		0.09557003064472125 | 0.22415967378525836

 R  30 G  14    117     95.176       5.47		0.10092709275541734 | 0.3920412288804206

 R  30 G  15    113     95.262      5.339		0.3792173372870862 | 0.14427130134376476

 R  30 G  16    119      95.46      5.393		0.44697426284524555 | 0.3922106844209936

 R  30 G  17    109     95.862      5.193		0.308766853537229 | 0.1935069810940825

 R  30 G  18    113     95.464      5.179		0.09967780520588565 | 0.1304989063685722

 R  30 G  19    113     95.758      5.195		0.21010779539016466 | 0.12680933758473256

 R  30 G  20    111     95.772      5.382		0.308766853537229 | 0.1935069810940825

 R  30 G  21    111     95.956      5.168		0.09967780520588565 | 0.1304989063685722

 R  30 G  22    113     95.728      5.145		0.5007236885907369 | 0.0739311167429616

 R  30 G  23    115     95.642      4.901		0.21010779539016466 | 0.12680933758473256

 R  30 G  24    115     95.964      5.045		0.09967780520588565 | 0.12049890636857219

 R  30 G  25    119      95.95      5.005		0.10967780520588565 | 0.1304989063685722

 R  30 G  26    113     95.832      4.747		0.09967780520588565 | 0.1304989063685722

 R  30 G  27    111     95.714      4.983		0.05494648765613397 | 0.06016615014320481

 R  30 G  28    111     95.798      5.083		0.05494648765613397 | 0.06016615014320481

 R  30 G  29    115     95.946      4.977		0.05494648765613397 | 0.06016615014320481

 R  30 G  30    111     95.892      5.028		0.022152998146156788 | 0.12068225371430018

 R  30 G  31    111     96.322      4.706		0.10967780520588565 | 0.1304989063685722

 R  30 G  32    113     96.066      4.781		0.21010779539016466 | 0.12680933758473256

 R  30 G  33    111     96.134      4.657		0.022152998146156788 | 0.11068225371430018

 R  30 G  34    111     96.106      4.861		0.298766853537229 | 0.1935069810940825

 R  30 G  35    113      95.71      4.889		0.09967780520588565 | 0.1304989063685722

 R  30 G  36    111     96.074      4.888		0.5007236885907369 | 0.0739311167429616

 R  30 G  37    111     96.102      4.725		0.298766853537229 | 0.1935069810940825

 R  30 G  38    111     96.186       4.62		0.21010779539016466 | 0.12680933758473256

 R  30 G  39    117      96.13      4.751		0.05494648765613397 | 0.0701661501432048

 R  30 G  40    113     96.268      4.821		0.09967780520588565 | 0.12049890636857219

 R  30 G  41    111     96.422      4.612		0.10967780520588565 | 0.1404989063685722

 R  30 G  42    109      96.19       4.72		0.21010779539016466 | 0.12680933758473256

 R  30 G  43    113     95.838      4.744		0.05494648765613397 | 0.06016615014320481

 R  30 G  44    111     96.054      4.752		0.03215299814615679 | 0.10068225371430019

 R  30 G  45    113     96.118      4.568		0.05494648765613397 | 0.0701661501432048

 R  30 G  46    113     96.136      4.592		0.21010779539016466 | 0.12680933758473256

 R  30 G  47    111     96.136      4.529		0.04494648765613397 | 0.0701661501432048

 R  30 G  48    113     96.262      4.667		0.05494648765613397 | 0.06016615014320481

 R  30 G  49    111     96.196      4.478		0.05494648765613397 | 0.06016615014320481

 R  30 G  50    113     96.218      4.608		0.05494648765613397 | 0.060166150143204804

 R  30 G  51    115     96.524      4.612		0.022152998146156788 | 0.12068225371430018

 R  30 G  52    111     96.402      4.753		0.022152998146156788 | 0.12068225371430018

 R  30 G  53    111     96.404      4.575		0.05494648765613397 | 0.0701661501432048

 R  30 G  54    111     96.332        4.5		0.05494648765613397 | 0.060166150143204804

 R  30 G  55    109     96.302      4.671		0.022152998146156788 | 0.12068225371430018

 R  30 G  56    115     96.188      4.571		0.05494648765613397 | 0.06016615014320481

 R  30 G  57    113     96.218      4.516		0.05494648765613397 | 0.060166150143204804

 R  30 G  58    109     96.362      4.458		0.022152998146156788 | 0.12068225371430018

 R  30 G  59    109     96.068      4.567		0.10967780520588565 | 0.12049890636857219

 R  30 G  60    109     96.342      4.657		0.05494648765613397 | 0.060166150143204804

 R  30 G  61    111     96.322       4.44		0.20010779539016466 | 0.11680933758473257

 R  30 G  62    111     96.166      4.365		0.012152998146156788 | 0.10068225371430019

 R  30 G  63    111     96.336      4.518		0.022152998146156788 | 0.10068225371430019

 R  30 G  64    115     96.356      4.496		0.09967780520588565 | 0.12049890636857219

 R  30 G  65    111     96.332      4.435		0.05494648765613397 | 0.06016615014320481

 R  30 G  66    109     96.162      4.415		0.05494648765613397 | 0.0701661501432048

 R  30 G  67    109     96.436      4.421		0.09967780520588565 | 0.12049890636857219

 R  30 G  68    111      96.34      4.413		0.012152998146156788 | 0.10068225371430019

 R  30 G  69    109     96.368      4.542		0.012152998146156788 | 0.09068225371430019

 R  30 G  70    111     96.432      4.286		0.05494648765613397 | 0.060166150143204804

 R  30 G  71    109     96.386      4.342		0.05494648765613397 | 0.06016615014320481

 R  30 G  72    109     96.192       4.36		0.012152998146156788 | 0.10068225371430019

 R  30 G  73    109     96.306      4.626		0.05494648765613397 | 0.0701661501432048

 R  30 G  74    111     96.268      4.589		0.04494648765613397 | 0.060166150143204804

 R  30 G  75    111     96.424      4.455		0.05494648765613397 | 0.06016615014320481

 R  30 G  76    111     96.382      4.452		0.05494648765613397 | 0.0701661501432048

 R  30 G  77    111     96.404      4.494		0.05494648765613397 | 0.0801661501432048

 R  30 G  78    111      96.27      4.287		0.05494648765613397 | 0.060166150143204804

 R  30 G  79    111     96.544      4.456		0.022152998146156788 | 0.10068225371430019

 R  30 G  80    109     96.506      4.357		0.05494648765613397 | 0.060166150143204804

 R  30 G  81    111     96.178      4.717		0.04494648765613397 | 0.060166150143204804

 R  30 G  82    109      96.22       4.54		0.05494648765613397 | 0.0901661501432048

 R  30 G  83    109       96.3      4.302		0.05494648765613397 | 0.0901661501432048

 R  30 G  84    109      96.39      4.292		0.05494648765613397 | 0.060166150143204804

 R  30 G  85    111     96.354      4.502		0.022152998146156788 | 0.09068225371430019

 R  30 G  86    111     96.294      4.477		0.022152998146156788 | 0.10068225371430019

 R  30 G  87    109      96.18      4.255		0.05494648765613397 | 0.0801661501432048

 R  30 G  88    109      96.29      4.443		0.022152998146156788 | 0.10068225371430019

 R  30 G  89    113     96.514      4.511		0.05494648765613397 | 0.060166150143204804

 R  30 G  90    111     96.374      4.366		0.022152998146156788 | 0.09068225371430019

 R  30 G  91    111       96.3      4.376		0.05494648765613397 | 0.06016615014320481

 R  30 G  92    111     96.366      4.429		0.05494648765613397 | 0.0801661501432048

 R  30 G  93    111       96.3      4.376		0.05494648765613397 | 0.060166150143204804

 R  30 G  94    111     96.502      4.595		0.04494648765613397 | 0.06016615014320481

 R  30 G  95    111     96.618      4.322		0.04494648765613397 | 0.0901661501432048

 R  30 G  96    111     96.408      4.399		0.05494648765613397 | 0.060166150143204804

 R  30 G  97    113     96.494      4.548		0.05494648765613397 | 0.060166150143204804

 R  30 G  98    111     96.236       4.29		0.05494648765613397 | 0.06016615014320481

 R  30 G  99    111     96.454      4.396		0.05494648765613397 | 0.0801661501432048

 R  30 G 100    109     96.216      4.424		0.012152998146156788 | 0.09068225371430019

 R  30 G 101    109     96.332       4.33		0.05494648765613397 | 0.060166150143204804

 R  30 G 102    111     96.308      4.334		0.05494648765613397 | 0.060166150143204804

 R  30 G 103    109     96.542      4.419		0.05494648765613397 | 0.060166150143204804

 R  30 G 104    109     96.414       4.38		0.05494648765613397 | 0.060166150143204804

 R  30 G 105    109     96.274       4.28		0.05494648765613397 | 0.0801661501432048

 R  30 G 106    109     96.212      4.377		0.022152998146156788 | 0.10068225371430019

 R  30 G 107    109      96.14      4.469		0.05494648765613397 | 0.0901661501432048

 R  30 G 108    111     96.408      4.426		0.05494648765613397 | 0.060166150143204804

 R  30 G 109    109      96.52      4.536		0.05494648765613397 | 0.060166150143204804

 R  30 G 110    107      96.23      4.359		0.05494648765613397 | 0.060166150143204804

 R  30 G 111    111     96.258      4.509		0.05494648765613397 | 0.0501661501432048

 R  30 G 112    109     96.456      4.368		0.05494648765613397 | 0.060166150143204804

 R  30 G 113    109     96.256      4.447		0.05494648765613397 | 0.060166150143204804

 R  30 G 114    111     96.386      4.367		0.022152998146156788 | 0.10068225371430019

 R  30 G 115    109     96.196      4.422		0.05494648765613397 | 0.0801661501432048

 R  30 G 116    109     96.324      4.315		0.05494648765613397 | 0.0701661501432048

 R  30 G 117    109     96.416      4.412		0.05494648765613397 | 0.0801661501432048

 R  30 G 118    109     96.448      4.371		0.05494648765613397 | 0.0801661501432048

 R  30 G 119    111     96.152      4.451		0.022152998146156788 | 0.10068225371430019

 R  30 G 120    111     96.348       4.46		0.05494648765613397 | 0.060166150143204804

 R  30 G 121    111     96.582      4.329		0.05494648765613397 | 0.0901661501432048

 R  30 G 122    111      96.49        4.4		0.05494648765613397 | 0.0501661501432048

 R  30 G 123    111     96.158      4.383		0.05494648765613397 | 0.030166150143204798

 R  30 G 124    107     96.202      4.382		0.05494648765613397 | 0.0901661501432048

 R  30 G 125    111     96.496      4.336		0.05494648765613397 | 0.060166150143204804

 R  30 G 126    111     96.224      4.504		0.05494648765613397 | 0.0901661501432048

 R  30 G 127    111     96.412      4.434		0.05494648765613397 | 0.060166150143204804

 R  30 G 128    111     96.452      4.442		0.05494648765613397 | 0.060166150143204804

 R  30 G 129    109     96.198      4.503		0.05494648765613397 | 0.060166150143204804

 R  30 G 130    109       96.1      4.524		0.05494648765613397 | 0.0801661501432048

 R  30 G 131    109      96.45      4.339		0.05494648765613397 | 0.0801661501432048

 R  30 G 132    109     96.578       4.37		0.05494648765613397 | 0.06016615014320481

 R  30 G 133    109     96.286       4.52		0.05494648765613397 | 0.060166150143204804

 R  30 G 134    111     96.586      4.501		0.012152998146156788 | 0.10068225371430019

 R  30 G 135    111     96.332       4.46		0.05494648765613397 | 0.0801661501432048

 R  30 G 136    109     96.276      4.293		0.05494648765613397 | 0.0501661501432048

 R  30 G 137    109     96.482      4.317		0.05494648765613397 | 0.060166150143204804

 R  30 G 138    109     96.478      4.374		0.05494648765613397 | 0.060166150143204804

 R  30 G 139    113     96.184      4.285		0.05494648765613397 | 0.0801661501432048

 R  30 G 140    111     96.496      4.271		0.05494648765613397 | 0.0801661501432048

 R  30 G 141    111     96.254      4.548		0.06494648765613396 | 0.060166150143204804

 R  30 G 142    113     96.544      4.336		0.05494648765613397 | 0.05016615014320481

 R  30 G 143    113      96.44      4.279		0.05494648765613397 | 0.0801661501432048

 R  30 G 144    113     96.366      4.257		0.04494648765613397 | 0.060166150143204804

 R  30 G 145    111     96.418      4.622		0.05494648765613397 | 0.060166150143204804

 R  30 G 146    113     96.516      4.517		0.06494648765613396 | 0.060166150143204804

 R  30 G 147    109     96.436      4.381		0.05494648765613397 | 0.0801661501432048

 R  30 G 148    109     96.412      4.205		0.06494648765613396 | 0.0701661501432048

 R  30 G 149    111      96.31      4.499		0.05494648765613397 | 0.060166150143204804

 R  30 G 150    109     96.134      4.405		0.05494648765613397 | 0.060166150143204804

 R  30 G 151    109     96.104      4.313		0.04494648765613397 | 0.0801661501432048

 R  30 G 152    109      96.32      4.521		0.06494648765613396 | 0.060166150143204804

 R  30 G 153    109     96.374      4.563		0.06494648765613396 | 0.0801661501432048

 R  30 G 154    109     96.208       4.22		0.06494648765613396 | 0.0701661501432048

 R  30 G 155    111     96.156      4.448		0.05494648765613397 | 0.060166150143204804

 R  30 G 156    109     96.298      4.459		0.05494648765613397 | 0.0801661501432048

 R  30 G 157    113     96.214      4.427		0.05494648765613397 | 0.060166150143204804

 R  30 G 158    109     96.222       4.34		0.07494648765613396 | 0.0701661501432048

 R  30 G 159    115     96.342      4.377		0.05494648765613397 | 0.0701661501432048

 R  30 G 160    113     96.804      4.673		0.05494648765613397 | 0.06016615014320481

 R  30 G 161    109     96.068      4.634		0.05494648765613397 | 0.060166150143204804

 R  30 G 162    113     96.556      4.506		0.07494648765613396 | 0.0701661501432048

 R  30 G 163    113     96.322      4.623		0.07494648765613396 | 0.0701661501432048

 R  30 G 164    109     96.284      4.583		0.05494648765613396 | 0.060166150143204804

 R  30 G 165    111     96.506      4.693		0.05494648765613397 | 0.0701661501432048

 R  30 G 166    109     96.416      4.295		0.034946487656133965 | 0.0801661501432048

 R  30 G 167    111     96.264      4.442		0.04494648765613397 | 0.0901661501432048

 R  30 G 168    111     96.466      4.687		0.05494648765613397 | 0.0701661501432048

 R  30 G 169    111     96.162      4.376		0.06494648765613396 | 0.0701661501432048

 R  30 G 170    107     96.244      4.367		0.05494648765613397 | 0.0801661501432048

 R  30 G 171    111     96.458      4.627		0.04494648765613397 | 0.060166150143204804

 R  30 G 172    109      96.27      4.508		0.05494648765613397 | 0.060166150143204804

 R  30 G 173    111     96.362      4.386		0.06494648765613396 | 0.0701661501432048

 R  30 G 174    111     96.278      4.472		0.05494648765613397 | 0.0801661501432048

 R  30 G 175    111     96.308      4.328		0.05494648765613397 | 0.0801661501432048

 R  30 G 176    109      96.32      4.464		0.05494648765613397 | 0.0701661501432048

 R  30 G 177    111      96.31      4.536		0.05494648765613397 | 0.060166150143204804

 R  30 G 178    111     96.194      4.516		0.04494648765613397 | 0.060166150143204804

 R  30 G 179    109     96.318      4.431		0.05494648765613397 | 0.0801661501432048

 R  30 G 180    109     96.378      4.462		0.04494648765613397 | 0.060166150143204804

 R  30 G 181    111     96.258       4.33		0.05494648765613397 | 0.0901661501432048

 R  30 G 182    111     96.428      4.566		0.05494648765613397 | 0.0901661501432048

 R  30 G 183    111     96.344      4.546		0.05494648765613397 | 0.060166150143204804

 R  30 G 184    109     96.188      4.556		0.04494648765613397 | 0.0901661501432048

 R  30 G 185    111     96.332      4.493		0.05494648765613397 | 0.0801661501432048

 R  30 G 186    109     96.294       4.33		0.05494648765613397 | 0.0801661501432048

 R  30 G 187    111     96.366      4.384		0.05494648765613397 | 0.0901661501432048

 R  30 G 188    109     96.276      4.397		0.05494648765613397 | 0.0801661501432048

 R  30 G 189    111      96.35      4.507		0.05494648765613397 | 0.0801661501432048

 R  30 G 190    109     96.098      4.361		0.07494648765613396 | 0.060166150143204804

 R  30 G 191    111     96.202      4.481		0.05494648765613397 | 0.0801661501432048

 R  30 G 192    111     96.104      4.499		0.05494648765613397 | 0.0901661501432048

 R  30 G 193    117     96.264      4.752		0.05494648765613397 | 0.0801661501432048

 R  30 G 194    113     96.256      4.513		0.06494648765613396 | 0.060166150143204804

 R  30 G 195    111      96.11      4.511		0.06494648765613396 | 0.0901661501432048

 R  30 G 196    111      96.45      4.505		0.06494648765613396 | 0.060166150143204804

 R  30 G 197    109     96.268      4.422		0.05494648765613397 | 0.0801661501432048

 R  30 G 198    109     96.434      4.384		0.05494648765613397 | 0.0801661501432048

 R  30 G 199    111     96.502      4.684		0.05494648765613397 | 0.0801661501432048

 R  30 G 200    111      96.27      4.404		0.05494648765613397 | 0.0701661501432048

 R  30 G 201    111      96.36      4.497		0.05494648765613397 | 0.0901661501432048

 R  30 G 202    111     96.516      4.609		0.05494648765613397 | 0.0901661501432048

 R  30 G 203    111     96.354      4.602		0.05494648765613397 | 0.0901661501432048

 R  30 G 204    111     96.326      4.615		0.05494648765613397 | 0.0901661501432048

 R  30 G 205    111     96.358      4.418		0.06494648765613396 | 0.060166150143204804

 R  30 G 206    115     96.384      4.479		0.06494648765613396 | 0.0501661501432048

 R  30 G 207    111     96.404      4.519		0.05494648765613397 | 0.0801661501432048

 R  30 G 208    109     96.298      4.401		0.04494648765613397 | 0.0901661501432048

 R  30 G 209    109     96.232      4.431		0.05494648765613397 | 0.0801661501432048

 R  30 G 210    113      96.32      4.391		0.05494648765613397 | 0.0901661501432048

 R  30 G 211    107      96.22      4.369		0.05494648765613397 | 0.0801661501432048

 R  30 G 212    113     96.466      4.529		0.06494648765613396 | 0.060166150143204804

 R  30 G 213    109     96.428      4.525		0.06494648765613396 | 0.060166150143204804

 R  30 G 214    111     96.126      4.273		0.05494648765613397 | 0.0901661501432048

 R  30 G 215    107     96.332      4.475		0.05494648765613397 | 0.0901661501432048

 R  30 G 216    109     96.236      4.368		0.06494648765613396 | 0.060166150143204804

 R  30 G 217    111     96.358      4.427		0.04494648765613397 | 0.0901661501432048

 R  30 G 218    111     96.438      4.578		0.04494648765613397 | 0.0701661501432048

 R  30 G 219    111      95.98      4.464		0.06494648765613396 | 0.060166150143204804

 R  30 G 220    109     96.188      4.513		0.06494648765613396 | 0.060166150143204804

 R  30 G 221    109     96.568      4.351		0.06494648765613396 | 0.060166150143204804

 R  30 G 222    113     96.456      4.587		0.05494648765613397 | 0.0801661501432048

 R  30 G 223    109      96.27      4.508		0.07494648765613396 | 0.0701661501432048

 R  30 G 224    109     96.448      4.428		0.05494648765613397 | 0.0801661501432048

 R  30 G 225    113     96.352      4.396		0.024946487656133963 | 0.05016615014320481

 R  30 G 226    111     96.588      4.527		0.05494648765613397 | 0.10016615014320479

 R  30 G 227    109     96.368      4.601		0.05494648765613397 | 0.060166150143204804

 R  30 G 228    109     96.114      4.468		0.05494648765613397 | 0.0801661501432048

 R  30 G 229    109     96.348      4.396		0.07494648765613396 | 0.0701661501432048

 R  30 G 230    109     96.268      4.531		0.07494648765613396 | 0.0701661501432048

 R  30 G 231    113     96.592      4.411		0.05494648765613397 | 0.060166150143204804

 R  30 G 232    109     96.482      4.353		0.05494648765613397 | 0.060166150143204804

 R  30 G 233    111      96.45      4.398		0.05494648765613397 | 0.0901661501432048

 R  30 G 234    111     96.458      4.617		0.05494648765613397 | 0.060166150143204804

 R  30 G 235    107     96.292      4.354		0.06494648765613396 | 0.0701661501432048

 R  30 G 236    109     96.148      4.569		0.05494648765613397 | 0.060166150143204804

 R  30 G 237    109       96.3      4.369		0.04494648765613397 | 0.0701661501432048

 R  30 G 238    109     96.334      4.245		0.06494648765613396 | 0.0801661501432048

 R  30 G 239    109      96.15      4.435		0.06494648765613396 | 0.060166150143204804

 R  30 G 240    111     96.268      4.409		0.05494648765613397 | 0.0801661501432048

 R  30 G 241    109     96.328       4.56		0.06494648765613396 | 0.060166150143204804

 R  30 G 242    111      96.29      4.611		0.06494648765613396 | 0.060166150143204804

 R  30 G 243    111      96.31      4.617		0.07494648765613396 | 0.0701661501432048

 R  30 G 244    111      96.27      4.527		0.05494648765613397 | 0.060166150143204804

 R  30 G 245    111     96.282      4.554		0.05494648765613397 | 0.0501661501432048

 R  30 G 246    111     96.468      4.614		0.05494648765613397 | 0.0901661501432048

 R  30 G 247    111     96.374      4.392		0.06494648765613396 | 0.0501661501432048

 R  30 G 248    111     96.432       4.46		0.06494648765613396 | 0.0501661501432048

 R  30 G 249    111     96.138      4.405		0.06494648765613396 | 0.060166150143204804

 R  30 G 250    109     96.074      4.211		0.06494648765613396 | 0.060166150143204804

 R  30 G 251    109     96.378      4.311		0.04494648765613397 | 0.0901661501432048

 R  30 G 252    109     96.484       4.48		0.05494648765613397 | 0.10016615014320479

 R  30 G 253    111     96.486      4.386		0.06494648765613396 | 0.060166150143204804

 R  30 G 254    113     96.524      4.542		0.07494648765613396 | 0.060166150143204804

 R  30 G 255    109     96.284      4.521		0.07494648765613396 | 0.0701661501432048

 R  30 G 256    113     96.468      4.595		0.06494648765613396 | 0.060166150143204804

 R  30 G 257    113     96.322      4.515		0.06494648765613396 | 0.060166150143204804

 R  30 G 258    111     96.294      4.312		0.06494648765613396 | 0.060166150143204804

 R  30 G 259    111       96.5      4.317		0.05494648765613397 | 0.0801661501432048

 R  30 G 260    111     96.432      4.425		0.06494648765613396 | 0.0501661501432048

 R  30 G 261    111      96.55      4.454		0.05494648765613397 | 0.0801661501432048

 R  30 G 262    115     96.598      4.571		0.06494648765613396 | 0.060166150143204804

 R  30 G 263    111     96.358      4.394		0.05494648765613397 | 0.0801661501432048

 R  30 G 264    111     96.384      4.307		0.06494648765613396 | 0.10016615014320479

 R  30 G 265    111     96.156      4.493		0.05494648765613397 | 0.0801661501432048

 R  30 G 266    111     96.176      4.465		0.06494648765613396 | 0.10016615014320479

 R  30 G 267    111      96.31      4.482		0.06494648765613396 | 0.0501661501432048

 R  30 G 268    109     96.474      4.327		0.05494648765613397 | 0.0801661501432048

 R  30 G 269    109      96.31        4.2		0.034946487656133965 | 0.06016615014320481

 R  30 G 270    113     96.528      4.485		0.06494648765613396 | 0.060166150143204804

 R  30 G 271    111     96.374      4.215		0.06494648765613396 | 0.060166150143204804

 R  30 G 272    109     96.526      4.257		0.06494648765613396 | 0.0401661501432048

 R  30 G 273    109     96.312       4.48		0.06494648765613396 | 0.0501661501432048

 R  30 G 274    113     96.292      4.441		0.034946487656133965 | 0.05016615014320481

