Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    173     147.29      9.411		0.01879760767170746 | 0.06135201897844156

 R  43 G 200    167      156.4      3.199		0.99 | 0.036447703429528654

 R  43 G 201    165    156.278      3.308		0.99 | 0.036447703429528654

 R  43 G 202    163    156.342       3.14		1.0 | 0.046447703429528656

 R  43 G 203    165    156.506      3.249		0.9842629471842959 | 0.036447703429528654

 R  43 G 204    165    156.444      3.208		0.99 | 0.02644770342952865

 R  43 G 205    165    156.514      3.164		0.99 | 0.02644770342952865

 R  43 G 206    165     156.49      3.219		0.9842629471842959 | 0.036447703429528654

 R  43 G 207    165    156.558      3.198		0.99 | 0.02644770342952865

 R  43 G 208    165    156.364       3.26		0.99 | 0.046447703429528656

 R  43 G 209    165    156.494       3.06		0.99 | 0.046447703429528656

 R  43 G 210    167    156.542      3.179		0.9842629471842959 | 0.036447703429528654

 R  43 G 211    165     156.62      3.143		0.9842629471842959 | 0.036447703429528654

 R  43 G 212    165     156.13      3.473		0.9842629471842959 | 0.036447703429528654

 R  43 G 213    163    156.412      3.101		1.0 | 0.01644770342952865

 R  43 G 214    167    156.534      3.268		0.9842629471842959 | 0.02644770342952865

 R  43 G 215    165    156.396      3.307		0.9842629471842959 | 0.036447703429528654

 R  43 G 216    165    156.506      3.272		0.99 | 0.046447703429528656

 R  43 G 217    165     156.45       3.51		0.9842629471842959 | 0.036447703429528654

 R  43 G 218    165    156.264      3.575		0.9842629471842959 | 0.036447703429528654

 R  43 G 219    165    156.564      3.331		0.9842629471842959 | 0.036447703429528654

 R  43 G 220    165    156.158       3.23		0.99 | 0.036447703429528654

 R  43 G 221    165    156.424      3.226		0.99 | 0.036447703429528654

 R  43 G 222    165     156.42      3.433		0.99 | 0.046447703429528656

 R  43 G 223    165    156.444      3.352		0.9742629471842958 | 0.036447703429528654

 R  43 G 224    165     156.41      3.447		0.9842629471842959 | 0.036447703429528654

 R  43 G 225    165    156.278      3.321		0.99 | 0.036447703429528654

 R  43 G 226    167      156.4      3.415		0.99 | 0.036447703429528654

 R  43 G 227    165    156.602      3.259		0.99 | 0.046447703429528656

 R  43 G 228    165    156.326      3.297		0.99 | 0.036447703429528654

 R  43 G 229    169     156.48      3.452		0.99 | 0.05644770342952866

 R  43 G 230    165    156.566      3.319		0.9842629471842959 | 0.036447703429528654

 R  43 G 231    165    156.512      3.201		0.99 | 0.05644770342952866

 R  43 G 232    167    156.454      3.415		0.99 | 0.046447703429528656

 R  43 G 233    165    156.532      3.382		0.99 | 0.02644770342952865

 R  43 G 234    165    156.316      3.286		0.99 | 0.046447703429528656

 R  43 G 235    165    156.388      3.275		0.9742629471842958 | 0.036447703429528654

 R  43 G 236    165    156.454      3.467		0.9842629471842959 | 0.036447703429528654

 R  43 G 237    165     156.42      3.427		0.99 | 0.046447703429528656

 R  43 G 238    165    156.348      3.429		0.9842629471842959 | 0.036447703429528654

 R  43 G 239    165    156.306      3.418		0.9742629471842958 | 0.036447703429528654

 R  43 G 240    167     156.24      3.412		0.9742629471842958 | 0.036447703429528654

 R  43 G 241    165     156.54      3.247		0.99 | 0.036447703429528654

 R  43 G 242    167    156.382       3.29		0.99 | 0.02644770342952865

 R  43 G 243    167     156.31      3.287		0.99 | 0.046447703429528656

 R  43 G 244    165    156.326      3.221		0.99 | 0.036447703429528654

 R  43 G 245    167    156.448      3.266		0.99 | 0.046447703429528656

 R  43 G 246    163    156.394      3.228		1.0 | 0.046447703429528656

 R  43 G 247    165     156.58      3.491		0.99 | 0.02644770342952865

 R  43 G 248    165    156.244      3.374		0.9742629471842958 | 0.036447703429528654

 R  43 G 249    163    156.426      3.299		1.0 | 0.046447703429528656

 R  43 G 250    165    156.268      3.418		0.99 | 0.02644770342952865

 R  43 G 251    165    156.454      3.287		0.99 | 0.036447703429528654

 R  43 G 252    165     156.33      3.415		0.99 | 0.046447703429528656

 R  43 G 253    167    156.178      3.504		0.9742629471842958 | 0.036447703429528654

 R  43 G 254    167    156.324      3.417		0.99 | 0.05644770342952866

 R  43 G 255    165     156.37      3.374		0.99 | 0.02644770342952865

 R  43 G 256    167     156.39      3.377		0.99 | 0.036447703429528654

 R  43 G 257    165     156.37      3.301		0.99 | 0.05644770342952866

 R  43 G 258    167    156.632      3.516		0.99 | 0.02644770342952865

 R  43 G 259    165     156.33      3.413		0.99 | 0.036447703429528654

 R  43 G 260    167    156.436      3.448		0.99 | 0.02644770342952865

 R  43 G 261    165    156.452       3.53		0.99 | 0.046447703429528656

 R  43 G 262    167    156.046      3.559		0.98 | 0.036447703429528654

 R  43 G 263    165     156.34      3.427		0.99 | 0.046447703429528656

 R  43 G 264    167    156.416      3.443		0.99 | 0.02644770342952865

 R  43 G 265    167    156.228       3.55		0.99 | 0.02644770342952865

 R  43 G 266    165    156.636      3.301		0.98 | 0.00644770342952865

 R  43 G 267    167    156.496      3.361		0.99 | 0.02644770342952865

 R  43 G 268    167    156.604      3.364		0.99 | 0.036447703429528654

 R  43 G 269    165     156.74      3.273		0.99 | 0.02644770342952865

 R  43 G 270    165    156.566      3.405		0.99 | 0.02644770342952865

 R  43 G 271    165    156.388      3.418		0.99 | 0.02644770342952865

 R  43 G 272    167    156.496      3.294		0.99 | 0.02644770342952865

 R  43 G 273    165    156.512      3.491		0.99 | 0.02644770342952865

 R  43 G 274    165    156.522      3.309		0.99 | 0.02644770342952865

 R  43 G 275    165    156.408       3.45		0.99 | 0.02644770342952865

 R  43 G 276    167    156.626      3.333		0.99 | 0.02644770342952865

 R  43 G 277    167    156.584      3.424		0.99 | 0.02644770342952865

 R  43 G 278    165    156.334       3.37		0.99 | 0.02644770342952865

 R  43 G 279    165    156.452      3.434		0.99 | 0.02644770342952865

 R  43 G 280    165    156.488      3.415		0.99 | 0.02644770342952865

 R  43 G 281    167    156.564      3.442		0.99 | 0.02644770342952865

 R  43 G 282    165    156.428      3.301		0.98 | 0.02644770342952865

 R  43 G 283    167    156.746      3.316		0.99 | 0.02644770342952865

 R  43 G 284    167    156.396      3.443		0.98 | 0.02644770342952865

 R  43 G 285    167    156.556      3.431		0.99 | 0.02644770342952865

 R  43 G 286    165    156.532      3.414		0.99 | 0.02644770342952865

 R  43 G 287    165    156.558      3.398		0.99 | 0.01644770342952865

 R  43 G 288    165    156.524      3.367		0.99 | 0.02644770342952865

 R  43 G 289    165    156.548      3.455		0.99 | 0.02644770342952865

 R  43 G 290    165    156.444      3.332		0.99 | 0.02644770342952865

 R  43 G 291    167     156.33      3.386		0.99 | 0.02644770342952865

 R  43 G 292    165    156.544      3.428		0.98 | 0.02644770342952865

 R  43 G 293    165    156.528      3.352		0.99 | 0.02644770342952865

 R  43 G 294    165     156.46      3.399		0.99 | 0.02644770342952865

 R  43 G 295    165    156.254      3.371		0.99 | 0.01644770342952865

 R  43 G 296    165    156.672      3.439		0.99 | 0.02644770342952865

 R  43 G 297    167    156.632      3.424		0.99 | 0.02644770342952865

 R  43 G 298    167    156.374      3.326		0.99 | 0.01644770342952865

 R  43 G 299    165    156.324      3.374		0.99 | 0.01644770342952865

 R  43 G 300    165    156.478      3.356		0.99 | 0.02644770342952865

 R  43 G 301    165    156.696      3.236		0.99 | 0.02644770342952865

 R  43 G 302    165    156.558      3.251		0.99 | 0.02644770342952865

 R  43 G 303    167    156.716      3.198		0.99 | 0.02644770342952865

 R  43 G 304    165    156.508      3.273		0.99 | 0.02644770342952865

 R  43 G 305    165    156.406      3.358		0.99 | 0.02644770342952865

 R  43 G 306    165    156.522      3.272		0.98 | 0.036447703429528654

 R  43 G 307    167    156.618      3.296		0.99 | 0.02644770342952865

 R  43 G 308    165    156.538      3.289		0.99 | 0.01644770342952865

 R  43 G 309    165    156.624      3.135		0.99 | 0.036447703429528654

 R  43 G 310    165    156.716      3.255		0.99 | 0.01644770342952865

 R  43 G 311    163    156.672      3.157		1.0 | 0.01644770342952865

 R  43 G 312    165    156.612       3.14		0.99 | 0.02644770342952865

 R  43 G 313    163    156.536      3.091		1.0 | 0.01644770342952865

 R  43 G 314    163    156.678       3.09		1.0 | 0.02644770342952865

 R  43 G 315    165     156.65      3.134		0.99 | 0.02644770342952865

 R  43 G 316    165    156.854       3.05		0.99 | 0.01644770342952865

 R  43 G 317    163    156.564      3.113		1.0 | 0.02644770342952865

 R  43 G 318    165     156.52      3.158		0.99 | 0.036447703429528654

 R  43 G 319    165    156.794      3.249		0.99 | 0.02644770342952865

 R  43 G 320    163    156.624      2.997		0.99 | 0.02644770342952865

 R  43 G 321    163    156.678       3.03		0.99 | 0.01644770342952865

 R  43 G 322    163    156.736      3.039		1.0 | 0.036447703429528654

 R  43 G 323    165     156.61      3.094		0.99 | 0.01644770342952865

 R  43 G 324    165    156.658      3.088		0.99 | 0.01644770342952865

 R  43 G 325    165    156.788      3.056		0.99 | 0.036447703429528654

 R  43 G 326    165    156.738      2.934		0.99 | 0.01644770342952865

 R  43 G 327    165    156.744      3.128		0.99 | 0.02644770342952865

 R  43 G 328    163    156.622      3.083		1.0 | 0.01644770342952865

 R  43 G 329    163    156.368      3.097		1.0 | 0.02644770342952865

 R  43 G 330    165    156.652      3.069		0.99 | 0.01644770342952865

 R  43 G 331    165    156.542      3.107		0.99 | 0.01644770342952865

 R  43 G 332    167    156.674      3.074		0.99 | 0.01644770342952865

 R  43 G 333    165    156.578      3.049		0.99 | 0.01644770342952865

 R  43 G 334    163    156.708      3.054		1.0 | 0.01644770342952865

 R  43 G 335    165    156.688      3.091		0.99 | 0.046447703429528656

 R  43 G 336    165     156.56      3.069		0.99 | 0.01644770342952865

 R  43 G 337    165    156.746      3.166		0.99 | 0.01644770342952865

 R  43 G 338    165    156.504      3.117		0.99 | 0.02644770342952865

 R  43 G 339    165    156.486       3.19		0.99 | 0.046447703429528656

 R  43 G 340    163     156.52      3.207		1.0 | 0.01644770342952865

 R  43 G 341    165     156.56      3.193		0.99 | 0.036447703429528654

 R  43 G 342    165    156.564      3.036		0.99 | 0.01644770342952865

 R  43 G 343    167    156.538       3.12		0.99 | 0.02644770342952865

 R  43 G 344    165    156.434      3.072		0.99 | 0.02644770342952865

 R  43 G 345    167    156.612      3.275		0.99 | 0.02644770342952865

 R  43 G 346    165    156.692      3.118		0.99 | 0.01644770342952865

 R  43 G 347    163     156.53      3.193		0.99 | 0.036447703429528654

 R  43 G 348    167    156.572       3.16		0.99 | 0.01644770342952865

 R  43 G 349    165    156.586      3.199		0.99 | 0.01644770342952865

 R  43 G 350    167    156.776      3.236		0.99 | 0.036447703429528654

 R  43 G 351    165     156.45       3.16		0.99 | 0.036447703429528654

 R  43 G 352    165    156.398      3.096		0.99 | 0.02644770342952865

 R  43 G 353    165    156.536      3.179		0.99 | 0.01644770342952865

 R  43 G 354    165     156.41      3.322		0.99 | 0.036447703429528654

 R  43 G 355    163    156.554      3.157		0.99 | 0.01644770342952865

 R  43 G 356    165    156.632      3.136		0.99 | 0.01644770342952865

 R  43 G 357    165    156.732      3.177		0.99 | 0.02644770342952865

 R  43 G 358    165     156.67      3.111		0.99 | 0.02644770342952865

 R  43 G 359    165    156.746      3.116		0.99 | 0.036447703429528654

 R  43 G 360    165    156.646      3.242		0.99 | 0.036447703429528654

 R  43 G 361    165    156.458      3.164		0.99 | 0.036447703429528654

 R  43 G 362    167    156.644      3.078		0.99 | 0.036447703429528654

 R  43 G 363    165    156.624      3.166		0.99 | 0.036447703429528654

 R  43 G 364    165    156.658      3.247		0.99 | 0.036447703429528654

 R  43 G 365    165    156.558      3.306		0.99 | 0.036447703429528654

 R  43 G 366    165    156.602      3.022		0.99 | 0.036447703429528654

 R  43 G 367    165    156.666      3.202		0.99 | 0.01644770342952865

 R  43 G 368    163    156.538      3.287		1.0 | 0.02644770342952865

 R  43 G 369    165    156.502      3.253		0.99 | 0.036447703429528654

 R  43 G 370    167    156.408      3.341		0.99 | 0.036447703429528654

 R  43 G 371    165    156.636      3.306		0.99 | 0.01644770342952865

 R  43 G 372    165    156.592      3.165		0.99 | 0.036447703429528654

 R  43 G 373    165    156.716      3.133		0.99 | 0.01644770342952865

 R  43 G 374    165    156.706      3.194		0.99 | 0.01644770342952865

 R  43 G 375    165    156.744      3.139		0.99 | 0.036447703429528654

 R  43 G 376    167    156.918      3.079		0.99 | 0.036447703429528654

 R  43 G 377    165    156.696       3.22		0.99 | 0.01644770342952865

 R  43 G 378    169    156.768      3.305		0.98 | 0.036447703429528654

 R  43 G 379    163    156.806      3.128		0.99 | 0.046447703429528656

 R  43 G 380    167    156.644      3.142		0.99 | 0.036447703429528654

 R  43 G 381    165    156.724      3.301		0.99 | 0.01644770342952865

 R  43 G 382    165      156.7      3.107		0.99 | 0.036447703429528654

 R  43 G 383    163     156.63      3.071		1.0 | 0.02644770342952865

 R  43 G 384    167      156.7      3.153		0.99 | 0.046447703429528656

 R  43 G 385    167    156.644      3.039		0.99 | 0.036447703429528654

 R  43 G 386    165    156.686      3.064		0.98 | 0.036447703429528654

 R  43 G 387    163     156.62      3.071		1.0 | 0.01644770342952865

 R  43 G 388    165    156.712      3.013		0.98 | 0.036447703429528654

 R  43 G 389    167    156.692      3.062		0.98 | 0.036447703429528654

 R  43 G 390    163    156.674      3.024		1.0 | 0.01644770342952865

 R  43 G 391    165    156.716      3.004		0.99 | 0.036447703429528654

 R  43 G 392    165    156.726      3.187		0.99 | 0.036447703429528654

 R  43 G 393    167     156.67      3.071		0.98 | 0.036447703429528654

 R  43 G 394    163     156.61      2.963		1.0 | 0.02644770342952865

 R  43 G 395    163    156.606      3.069		1.0 | 0.01644770342952865

 R  43 G 396    163     156.93      2.912		1.0 | 0.00644770342952865

 R  43 G 397    163    156.762        3.1		1.0 | 0.02644770342952865

 R  43 G 398    165     156.63      3.056		0.99 | 0.01644770342952865

 R  43 G 399    163    156.624      3.032		1.0 | 0.02644770342952865

 R  43 G 400    165    156.712      3.049		0.99 | 0.01644770342952865

 R  43 G 401    167     156.75      3.009		0.99 | 0.00644770342952865

 R  43 G 402    165     156.79      3.129		0.99 | 0.01644770342952865

 R  43 G 403    163    156.664      3.117		1.0 | 0.01644770342952865

 R  43 G 404    165    156.812      3.126		0.99 | 0.01644770342952865

 R  43 G 405    165    156.904      3.037		0.99 | 0.01644770342952865

 R  43 G 406    165    156.602      3.139		0.98 | 0.00644770342952865

 R  43 G 407    165    156.614      3.146		0.99 | 0.01644770342952865

 R  43 G 408    165    156.854      3.003		0.99 | 0.01644770342952865

 R  43 G 409    165    156.646      3.154		0.99 | 0.01644770342952865

 R  43 G 410    165    156.766       3.19		0.99 | 0.01644770342952865

 R  43 G 411    165    156.654       3.23		0.99 | 0.01644770342952865

 R  43 G 412    163    156.466      3.125		1.0 | 0.02644770342952865

 R  43 G 413    163    156.574      3.122		1.0 | 0.01644770342952865

 R  43 G 414    163    156.838      2.988		1.0 | 0.01644770342952865

 R  43 G 415    165    156.834      3.062		0.99 | 0.01644770342952865

 R  43 G 416    165    156.698      3.083		0.99 | 0.01644770342952865

 R  43 G 417    163    156.784      3.274		0.99 | 0.01644770342952865

 R  43 G 418    165    156.826       3.02		0.99 | 0.00644770342952865

 R  43 G 419    165     156.61      3.216		0.99 | 0.01644770342952865

 R  43 G 420    165    156.844      3.023		0.99 | 0.01644770342952865

 R  43 G 421    165    156.666      3.185		0.99 | 0.01644770342952865

 R  43 G 422    165     156.53      3.185		0.99 | 0.01644770342952865

 R  43 G 423    165    156.752      3.144		0.99 | 0.01644770342952865

 R  43 G 424    169    156.638      3.172		0.99 | 0.036447703429528654

 R  43 G 425    165    156.726      3.155		0.99 | 0.01644770342952865

 R  43 G 426    165    156.632       3.33		0.99 | 0.01644770342952865

 R  43 G 427    165     156.57      3.244		0.99 | 0.01644770342952865

 R  43 G 428    165    156.704      3.117		0.99 | 0.01644770342952865

 R  43 G 429    165    156.606      3.131		0.99 | 0.01644770342952865

 R  43 G 430    165     156.76       3.11		0.99 | 0.01644770342952865

 R  43 G 431    167     156.76      3.146		0.99 | 0.01644770342952865

 R  43 G 432    163    156.774      3.114		0.99 | 0.01644770342952865

 R  43 G 433    165    156.784      3.244		0.99 | 0.01644770342952865

 R  43 G 434    165     156.75      3.201		0.99 | 0.01644770342952865

 R  43 G 435    165    156.506      3.083		0.99 | 0.01644770342952865

 R  43 G 436    165    156.688      3.166		0.99 | 0.01644770342952865

 R  43 G 437    167    156.726      3.113		0.99 | 0.01644770342952865

 R  43 G 438    165    156.566      3.244		0.99 | 0.01644770342952865

 R  43 G 439    165      156.6      3.311		0.98 | 0.01644770342952865

 R  43 G 440    165    156.752      3.299		0.99 | 0.01644770342952865

 R  43 G 441    165    156.608      3.285		0.99 | 0.01644770342952865

 R  43 G 442    165    156.496      3.289		0.99 | 0.01644770342952865

 R  43 G 443    165     156.67       3.25		0.98 | 0.01644770342952865

 R  43 G 444    165     156.83      3.337		0.99 | 0.01644770342952865

 R  43 G 445    165     156.77      3.478		0.98 | 0.01644770342952865

 R  43 G 446    165    156.756      3.125		0.99 | 0.01644770342952865

 R  43 G 447    165    156.674      3.228		0.99 | 0.01644770342952865

 R  43 G 448    165    156.602      3.206		0.98 | 0.01644770342952865

 R  43 G 449    165    156.712      3.047		0.99 | 0.01644770342952865

 R  43 G 450    165    156.776      3.112		0.99 | 0.02644770342952865

 R  43 G 451    163    156.756      2.973		1.0 | 0.01644770342952865

 R  43 G 452    167    156.628      3.125		0.99 | 0.01644770342952865

 R  43 G 453    165    156.684       3.14		0.98 | 0.01644770342952865

 R  43 G 454    165    156.768      3.044		0.99 | 0.02644770342952865

 R  43 G 455    165    156.764      3.108		0.98 | 0.01644770342952865

 R  43 G 456    165    156.838       3.12		0.99 | 0.02644770342952865

 R  43 G 457    165    156.646      3.027		0.99 | 0.02644770342952865

 R  43 G 458    163     156.76      3.034		1.0 | 0.01644770342952865

 R  43 G 459    165    156.724      3.106		0.98 | 0.01644770342952865

 R  43 G 460    165    156.918       2.99		0.98 | 0.01644770342952865

 R  43 G 461    167    156.842      3.036		0.98 | 0.01644770342952865

 R  43 G 462    163    156.752      3.186		1.0 | 0.01644770342952865

 R  43 G 463    165     156.83      2.976		0.99 | 0.02644770342952865

 R  43 G 464    163      156.8      2.985		1.0 | 0.01644770342952865

 R  43 G 465    165    156.768        3.1		0.99 | 0.00644770342952865

 R  43 G 466    165    156.722      3.019		0.98 | 0.01644770342952865

 R  43 G 467    165    156.868       2.98		0.99 | 0.01644770342952865

 R  43 G 468    163     156.74      3.071		1.0 | 0.01644770342952865

 R  43 G 469    165     156.97      3.006		0.99 | 0.00644770342952865

 R  43 G 470    165     156.64      3.124		0.99 | 0.01644770342952865

 R  43 G 471    165    156.958      3.086		0.99 | 0.01644770342952865

 R  43 G 472    165     156.77      3.035		0.99 | 0.01644770342952865

 R  43 G 473    165    156.654      3.001		0.98 | 0.01644770342952865

 R  43 G 474    165    156.728      3.151		0.99 | 0.01644770342952865

 R  43 G 475    165    156.664      3.054		0.99 | 0.01644770342952865

 R  43 G 476    163    156.536      3.049		0.99 | 0.01644770342952865

 R  43 G 477    165    156.642      3.076		0.99 | 0.01644770342952865

 R  43 G 478    163    156.836      3.184		1.0 | 0.0

 R  43 G 479    163    156.832      3.068		0.99 | 0.01644770342952865

 R  43 G 480    165    156.874      3.173		0.99 | 0.00644770342952865

 R  43 G 481    167    156.772      3.073		0.99 | 0.00644770342952865

 R  43 G 482    163     156.85      3.144		1.0 | 0.01644770342952865

 R  43 G 483    167     156.82       3.05		0.99 | 0.00644770342952865

 R  43 G 484    165     156.71      3.087		0.99 | 0.01644770342952865

 R  43 G 485    165     156.72      3.121		0.99 | 0.00644770342952865

 R  43 G 486    167      156.7      3.177		0.99 | 0.01644770342952865

 R  43 G 487    165    156.792       3.02		0.99 | 0.01644770342952865

 R  43 G 488    167     156.81      3.105		0.99 | 0.00644770342952865

 R  43 G 489    165    156.744      3.036		0.99 | 0.01644770342952865

 R  43 G 490    165     156.81        3.0		0.99 | 0.01644770342952865

 R  43 G 491    165     156.72      3.055		0.98 | 0.00644770342952865

 R  43 G 492    165     156.66       3.11		0.99 | 0.01644770342952865

 R  43 G 493    165     156.76      3.084		0.98 | 0.00644770342952865

 R  43 G 494    165    156.444      3.222		0.99 | 0.01644770342952865

 R  43 G 495    165     156.93      3.136		0.99 | 0.02644770342952865

 R  43 G 496    165    156.656      3.135		0.99 | 0.01644770342952865

 R  43 G 497    165    156.808      3.163		0.99 | 0.01644770342952865

 R  43 G 498    163    156.636      3.162		1.0 | 0.0

 R  43 G 499    165    156.656      3.086		0.99 | 0.01644770342952865

43     6       0.98########### RawFitness
           0          0          177

 R  44 G   0    177    147.618      8.867		0.408427045577744 | 0.5915148904566452

 R  44 G   1    177     147.63      9.016		0.6147094217857432 | 0.4902748793890417

 R  44 G   2    173    149.032        8.6		0.5808478006848797 | 0.7860599983968029

 R  44 G   3    175    149.642      8.461		0.33609740199259674 | 0.47721909740717794

 R  44 G   4    171    149.632      8.142		0.061703677252691776 | 0.15438710605904815

 R  44 G   5    177     150.37      7.932		0.5721349870479656 | 0.48780034898679236

 R  44 G   6    173    151.432      7.648		0.688975692181119 | 0.01818265433276911

 R  44 G   7    177    151.344      7.509		0.688975692181119 | 0.01818265433276911

 R  44 G   8    173    152.442       7.36		0.7233069382971997 | 0.07068333172783359

 R  44 G   9    175    152.362       6.93		0.5134469582069078 | 0.2407234255042704

 R  44 G  10    173     153.16      6.934		0.8782189817341763 | 0.13697597505737846

 R  44 G  11    171     153.22      6.619		0.7519975765014995 | 0.22313354494036464

 R  44 G  12    175    153.768      6.552		0.7995691233019897 | 0.007585687114540329

 R  44 G  13    179     154.28      6.077		0.7995691233019897 | 0.007585687114540329

 R  44 G  14    173    154.196      5.933		0.8882079014553106 | 0.2582440886371622

 R  44 G  15    171    154.842       5.51		0.7103081083897532 | 0.1455220348981261

 R  44 G  16    171     154.78      5.413		0.8716348578883246 | 0.03082883543527648

 R  44 G  17    175    154.454      5.708		0.7333069382971997 | 0.08068333172783358

 R  44 G  18    173    155.254      5.206		0.5305583161294852 | 0.12917294391358902

 R  44 G  19    169    155.014      5.379		0.9450559068618428 | 0.0324976152963139

 R  44 G  20    173    155.094      5.132		0.9450559068618428 | 0.0324976152963139

 R  44 G  21    169    155.418      5.126		0.9350559068618428 | 0.0324976152963139

 R  44 G  22    171    155.112      5.146		0.9450559068618428 | 0.0324976152963139

 R  44 G  23    169    155.266       5.27		0.9450559068618428 | 0.0324976152963139

 R  44 G  24    171    155.426      4.952		0.9450559068618428 | 0.022497615296313896

 R  44 G  25    171    155.414      5.124		0.9450559068618428 | 0.0324976152963139

 R  44 G  26    171    155.294      4.997		0.9450559068618428 | 0.0324976152963139

 R  44 G  27    169    155.134      5.085		0.9350559068618428 | 0.0324976152963139

 R  44 G  28    169    155.336      5.033		0.9450559068618428 | 0.0324976152963139

 R  44 G  29    169    155.344      4.946		0.9450559068618428 | 0.0324976152963139

 R  44 G  30    171    155.456       5.14		0.9450559068618428 | 0.0324976152963139

 R  44 G  31    167    155.494      4.892		0.9450559068618428 | 0.0324976152963139

 R  44 G  32    171    155.252      5.198		0.9450559068618428 | 0.0324976152963139

 R  44 G  33    173    155.054       5.12		0.9450559068618428 | 0.0324976152963139

 R  44 G  34    171    155.434      5.166		0.9450559068618428 | 0.0324976152963139

 R  44 G  35    167     155.25      5.097		0.9450559068618428 | 0.0324976152963139

 R  44 G  36    169    155.568      5.002		0.9450559068618428 | 0.0324976152963139

 R  44 G  37    171    155.386      5.269		0.9450559068618428 | 0.022497615296313896

 R  44 G  38    171    155.224      5.349		0.9450559068618428 | 0.022497615296313896

 R  44 G  39    169    155.274      5.234		0.9450559068618428 | 0.0324976152963139

 R  44 G  40    171    155.532      5.141		0.9450559068618428 | 0.0324976152963139

 R  44 G  41    169    155.566      5.044		0.9450559068618428 | 0.0324976152963139

 R  44 G  42    169    155.412      5.173		0.9450559068618428 | 0.0324976152963139

 R  44 G  43    171    155.242      5.063		0.9450559068618428 | 0.0324976152963139

 R  44 G  44    171    155.278      5.148		0.9450559068618428 | 0.0324976152963139

 R  44 G  45    169    155.534      4.963		0.9450559068618428 | 0.0324976152963139

 R  44 G  46    169    155.258      4.902		0.9450559068618428 | 0.0324976152963139

 R  44 G  47    169    155.242      4.968		0.9450559068618428 | 0.0324976152963139

 R  44 G  48    171    155.038      5.161		0.9450559068618428 | 0.022497615296313896

 R  44 G  49    167    155.478      5.254		0.9450559068618428 | 0.0324976152963139

 R  44 G  50    169     155.22      5.209		0.9450559068618428 | 0.0324976152963139

 R  44 G  51    171    155.486      5.041		0.9450559068618428 | 0.0324976152963139

 R  44 G  52    169    155.242      5.211		0.9450559068618428 | 0.0424976152963139

 R  44 G  53    167    155.378      5.044		0.9450559068618428 | 0.022497615296313896

 R  44 G  54    169    155.346      5.125		0.9450559068618428 | 0.0324976152963139

 R  44 G  55    173    155.408      5.015		0.9450559068618428 | 0.0424976152963139

 R  44 G  56    169    155.302      5.158		0.9450559068618428 | 0.0324976152963139

 R  44 G  57    167    155.626      5.013		0.9450559068618428 | 0.0424976152963139

 R  44 G  58    169    155.314       5.12		0.9450559068618428 | 0.022497615296313896

 R  44 G  59    169    155.298       5.06		0.9450559068618428 | 0.0324976152963139

 R  44 G  60    171     155.41      5.171		0.9450559068618428 | 0.0324976152963139

 R  44 G  61    169     155.48      5.065		0.9450559068618428 | 0.0424976152963139

 R  44 G  62    169    155.474       5.19		0.9450559068618428 | 0.022497615296313896

 R  44 G  63    169    155.434      5.074		0.9450559068618428 | 0.0324976152963139

 R  44 G  64    167     155.17      5.126		0.9450559068618428 | 0.022497615296313896

 R  44 G  65    171    155.088      5.084		0.9450559068618428 | 0.0324976152963139

 R  44 G  66    173    154.984      5.102		0.9450559068618428 | 0.0424976152963139

 R  44 G  67    171     155.44      5.255		0.9550559068618428 | 0.0324976152963139

 R  44 G  68    167    155.248      5.114		0.9450559068618428 | 0.022497615296313896

 R  44 G  69    167    155.406      4.987		0.9450559068618428 | 0.0324976152963139

 R  44 G  70    171     155.25      5.292		0.9450559068618428 | 0.0324976152963139

 R  44 G  71    169    155.374      5.188		0.9450559068618428 | 0.0324976152963139

 R  44 G  72    169     155.61      4.905		0.9350559068618428 | 0.0324976152963139

 R  44 G  73    169    155.376      5.012		0.9350559068618428 | 0.0324976152963139

 R  44 G  74    169     155.17      5.252		0.9450559068618428 | 0.022497615296313896

 R  44 G  75    171    155.484      5.078		0.9450559068618428 | 0.0324976152963139

 R  44 G  76    169    155.288      5.072		0.9450559068618428 | 0.022497615296313896

 R  44 G  77    171     155.29      5.378		0.9350559068618428 | 0.0324976152963139

