Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348      205.6     73.457		0.10070556186895041 | 0.06107305562731147
 R   4 G  26    264     179.18     79.497		0.899654836984554 | 0.902107090496089

 R   4 G  27    270     183.76     83.024		0.899654836984554 | 0.912107090496089

 R   4 G  28    272     185.24      82.21		0.8896548369845539 | 0.902107090496089

 R   4 G  29    266      193.2     75.846		0.899654836984554 | 0.922107090496089

 R   4 G  30    268     199.32     74.779		0.8796548369845539 | 0.902107090496089

 R   4 G  31    266     191.38      81.44		0.899654836984554 | 0.8821070904960889

 R   4 G  32    268     196.96      75.93		0.909654836984554 | 0.912107090496089

 R   4 G  33    268     192.46     77.579		0.899654836984554 | 0.902107090496089

 R   4 G  34    266     201.54     73.013		0.899654836984554 | 0.902107090496089

 R   4 G  35    268     193.26     75.378		0.899654836984554 | 0.8921070904960889

 R   4 G  36    266     187.56     80.951		0.8896548369845539 | 0.902107090496089

 R   4 G  37    268     183.72      78.85		0.909654836984554 | 0.8921070904960889

 R   4 G  38    272     197.12     74.611		0.8896548369845539 | 0.902107090496089

 R   4 G  39    266     200.38     73.705		0.899654836984554 | 0.8921070904960889

 R   4 G  40    272     186.18      84.25		0.8896548369845539 | 0.902107090496089

 R   4 G  41    270      200.0      78.29		0.8796548369845539 | 0.902107090496089

 R   4 G  42    268     191.88      80.06		0.929654836984554 | 0.912107090496089

 R   4 G  43    268     189.18     82.068		0.8896548369845539 | 0.912107090496089

 R   4 G  44    270      174.5     83.169		0.8896548369845539 | 0.912107090496089

 R   4 G  45    270     197.68     77.142		0.909654836984554 | 0.912107090496089

 R   4 G  46    268     193.36     80.401		0.909654836984554 | 0.902107090496089

 R   4 G  47    266     196.82     72.416		0.909654836984554 | 0.912107090496089

 R   4 G  48    270     186.18     84.401		0.909654836984554 | 0.912107090496089

 R   4 G  49    268     173.08     85.142		0.8796548369845539 | 0.8921070904960889

 R   4 G  50    266      204.8     72.865		0.8896548369845539 | 0.902107090496089

 R   4 G  51    272      199.6     75.831		0.8896548369845539 | 0.922107090496089

 R   4 G  52    270     191.62     81.397		0.919654836984554 | 0.912107090496089

 R   4 G  53    270      189.2     80.069		0.8896548369845539 | 0.922107090496089

 R   4 G  54    278     187.76     86.822		0.8496548369845539 | 0.922107090496089

 R   4 G  55    266     188.26     83.031		0.919654836984554 | 0.922107090496089

 R   4 G  56    276     189.22     81.805		0.8896548369845539 | 0.902107090496089

 R   4 G  57    268     188.96     84.022		0.8896548369845539 | 0.922107090496089

 R   4 G  58    266     186.54     83.124		0.899654836984554 | 0.902107090496089

 R   4 G  59    274      187.4     79.364		0.8896548369845539 | 0.922107090496089

 R   4 G  60    274     179.42     85.033		0.8896548369845539 | 0.922107090496089

 R   4 G  61    274      191.8      81.03		0.909654836984554 | 0.912107090496089

 R   4 G  62    270     196.96     74.681		0.8796548369845539 | 0.902107090496089

 R   4 G  63    272      194.8     76.809		0.8796548369845539 | 0.902107090496089

 R   4 G  64    274     210.22     70.898		0.8896548369845539 | 0.902107090496089

 R   4 G  65    268      188.1     83.106		0.8896548369845539 | 0.922107090496089

 R   4 G  66    270      188.0     86.053		0.8796548369845539 | 0.922107090496089

 R   4 G  67    268     199.44     74.895		0.8896548369845539 | 0.912107090496089

 R   4 G  68    270     178.42     84.453		0.8796548369845539 | 0.922107090496089

 R   4 G  69    268      188.2     84.448		0.8696548369845539 | 0.922107090496089

 R   4 G  70    272      201.8     77.024		0.8696548369845539 | 0.922107090496089

 R   4 G  71    274     199.88     81.776		0.8696548369845539 | 0.922107090496089

 R   4 G  72    270     201.68     74.727		0.8696548369845539 | 0.922107090496089

 R   4 G  73    270      198.9     79.798		0.8596548369845539 | 0.922107090496089

 R   4 G  74    274     191.48     81.108		0.899654836984554 | 0.902107090496089

 R   4 G  75    270     183.28     82.345		0.8796548369845539 | 0.912107090496089

 R   4 G  76    272     191.66     77.639		0.8796548369845539 | 0.912107090496089

 R   4 G  77    274     181.38     87.264		0.8896548369845539 | 0.8921070904960889

 R   4 G  78    268     191.68     77.883		0.8896548369845539 | 0.8921070904960889

 R   4 G  79    272      189.9     82.125		0.8796548369845539 | 0.922107090496089

 R   4 G  80    272     194.32     79.365		0.8796548369845539 | 0.932107090496089

 R   4 G  81    268     202.18     74.132		0.8796548369845539 | 0.922107090496089

 R   4 G  82    272     198.12     74.544		0.8896548369845539 | 0.8921070904960889

 R   4 G  83    278     189.78     82.546		0.8796548369845539 | 0.912107090496089

 R   4 G  84    268     196.94     74.344		0.8796548369845539 | 0.8921070904960889

 R   4 G  85    270     206.32     71.042		0.8796548369845539 | 0.912107090496089

 R   4 G  86    270     202.68      70.76		0.8796548369845539 | 0.902107090496089

 R   4 G  87    272     190.12     83.961		0.8596548369845539 | 0.922107090496089

 R   4 G  88    270     193.38     81.075		0.8796548369845539 | 0.902107090496089

 R   4 G  89    268     198.68     72.973		0.8796548369845539 | 0.8821070904960889

 R   4 G  90    276     193.94     74.112		0.8796548369845539 | 0.902107090496089

 R   4 G  91    268     190.58     77.658		0.8796548369845539 | 0.8921070904960889

 R   4 G  92    268      201.0     75.333		0.8796548369845539 | 0.8921070904960889

 R   4 G  93    266     195.62     76.173		0.8896548369845539 | 0.8921070904960889

 R   4 G  94    272     195.02     77.889		0.8896548369845539 | 0.8921070904960889

 R   4 G  95    274     199.32     78.693		0.8696548369845539 | 0.912107090496089

 R   4 G  96    276     203.14     75.983		0.8796548369845539 | 0.8821070904960889

 R   4 G  97    274     195.88     75.419		0.8696548369845539 | 0.8821070904960889

 R   4 G  98    268     201.58     73.629		0.8796548369845539 | 0.922107090496089

 R   4 G  99    268     202.74     78.882		0.8796548369845539 | 0.8921070904960889

4      0###################### RawFitness
           0          0          350

 R   5 G   0    346     201.66     72.239		0.08523083559529043 | 0.16664338761396447

 R   5 G   1    348     206.76     73.767		0.032353299211891895 | 0.7949963697912448

 R   5 G   2    350      205.4     69.409		0.01002657533969864 | 0.21642978882134922

 R   5 G   3    344     202.52      70.82		0.020026575339698642 | 0.21642978882134922

 R   5 G   4    342     207.48      73.63		0.09691959328341371 | 0.16962550685744016

 R   5 G   5    340     215.34     67.328		0.09691959328341371 | 0.15962550685744015

 R   5 G   6    348     204.44     67.228		0.09691959328341371 | 0.16962550685744016

 R   5 G   7    330     201.56     65.682		0.28927199666734027 | 0.8073858495028428

 R   5 G   8    338     208.12     67.622		0.09691959328341371 | 0.16962550685744016

 R   5 G   9    336     202.42     63.304		0.09691959328341371 | 0.16962550685744016

 R   5 G  10    292     203.32     62.758		0.6324357863752865 | 0.08727780738704805

 R   5 G  11    328     211.88     65.235		0.28927199666734027 | 0.8073858495028428

 R   5 G  12    326      209.9     67.144		0.28927199666734027 | 0.8073858495028428

 R   5 G  13    284     214.32     61.796		0.7579744354034355 | 0.5163927326066321

 R   5 G  14    290     204.36     66.742		0.7579744354034355 | 0.5363927326066321

 R   5 G  15    288      210.1      63.64		0.7579744354034355 | 0.5363927326066321

 R   5 G  16    282      201.9     65.884		0.7579744354034355 | 0.5063927326066321

 R   5 G  17    284     208.42     60.539		0.7679744354034355 | 0.5063927326066321

 R   5 G  18    286     196.44     70.371		0.7279744354034354 | 0.5163927326066321

 R   5 G  19    290     201.96     67.329		0.7579744354034355 | 0.5263927326066321

 R   5 G  20    286     213.18     58.211		0.7579744354034355 | 0.5363927326066321

 R   5 G  21    292     215.36     65.573		0.7579744354034355 | 0.5263927326066321

 R   5 G  22    282     220.68     63.058		0.7579744354034355 | 0.5263927326066321

 R   5 G  23    290     215.84     58.838		0.7679744354034355 | 0.5263927326066321

 R   5 G  24    284     214.38     64.251		0.7579744354034355 | 0.5263927326066321

 R   5 G  25    286      214.8     62.759		0.7679744354034355 | 0.5263927326066321

 R   5 G  26    284     200.22     63.348		0.7579744354034355 | 0.5263927326066321

 R   5 G  27    282     200.76     63.413		0.7679744354034355 | 0.5263927326066321

 R   5 G  28    286     196.78     69.543		0.7679744354034355 | 0.5263927326066321

 R   5 G  29    280     197.02      62.33		0.7479744354034354 | 0.5263927326066321

 R   5 G  30    284     219.86      57.95		0.7579744354034355 | 0.5063927326066321

 R   5 G  31    284     213.26     60.893		0.7779744354034355 | 0.5263927326066321

 R   5 G  32    284     203.88     67.836		0.7779744354034355 | 0.5263927326066321

 R   5 G  33    282     202.76     68.312		0.7479744354034354 | 0.5063927326066321

 R   5 G  34    282     204.56     69.254		0.7779744354034355 | 0.5263927326066321

 R   5 G  35    284     203.08     66.186		0.7579744354034355 | 0.5163927326066321

 R   5 G  36    284     206.16     62.193		0.7479744354034354 | 0.5263927326066321

 R   5 G  37    282     192.76     68.972		0.7579744354034355 | 0.5263927326066321

 R   5 G  38    284      201.1     63.904		0.7479744354034354 | 0.5063927326066321

 R   5 G  39    290     212.08     63.536		0.7479744354034354 | 0.5063927326066321

 R   5 G  40    284     205.14     67.155		0.7579744354034355 | 0.5163927326066321

 R   5 G  41    282     204.12     58.182		0.7579744354034355 | 0.5263927326066321

 R   5 G  42    280     195.52     68.824		0.7879744354034355 | 0.5363927326066321

 R   5 G  43    284      211.5     63.755		0.7779744354034355 | 0.5163927326066321

 R   5 G  44    288     200.54     67.746		0.7579744354034355 | 0.5163927326066321

 R   5 G  45    292     205.92     68.955		0.7479744354034354 | 0.5163927326066321

 R   5 G  46    282     211.48     61.945		0.7479744354034354 | 0.5063927326066321

 R   5 G  47    286     212.52     62.089		0.7479744354034354 | 0.5063927326066321

 R   5 G  48    286     212.82     61.159		0.7479744354034354 | 0.5063927326066321

 R   5 G  49    290     222.74      58.73		0.7479744354034354 | 0.5163927326066321

 R   5 G  50    278     205.56     67.177		0.7479744354034354 | 0.4963927326066321

 R   5 G  51    284     208.04     62.047		0.7379744354034354 | 0.5263927326066321

 R   5 G  52    286     205.92     64.257		0.7579744354034355 | 0.5163927326066321

 R   5 G  53    292     205.04      63.74		0.7479744354034354 | 0.5163927326066321

 R   5 G  54    290     207.54     66.459		0.7379744354034354 | 0.5263927326066321

 R   5 G  55    282     197.68     68.216		0.7579744354034355 | 0.5063927326066321

 R   5 G  56    288      214.5      65.87		0.7479744354034354 | 0.5063927326066321

 R   5 G  57    284      196.8     67.234		0.7779744354034355 | 0.5463927326066321

 R   5 G  58    286     220.94     62.295		0.7579744354034355 | 0.5063927326066321

 R   5 G  59    288     209.18     62.504		0.7579744354034355 | 0.4963927326066321

 R   5 G  60    282     208.24     66.584		0.7779744354034355 | 0.5563927326066321

 R   5 G  61    286     213.34     64.956		0.7779744354034355 | 0.4963927326066321

 R   5 G  62    290     217.34     64.598		0.7479744354034354 | 0.4963927326066321

 R   5 G  63    286     213.24     61.436		0.7479744354034354 | 0.4963927326066321

 R   5 G  64    282     199.16     66.532		0.7579744354034355 | 0.5163927326066321

 R   5 G  65    280     206.86     66.352		0.7779744354034355 | 0.5163927326066321

 R   5 G  66    294     215.04     59.109		0.7579744354034355 | 0.4963927326066321

 R   5 G  67    284     219.78     60.717		0.7479744354034354 | 0.5463927326066321

 R   5 G  68    286     214.76     64.337		0.7579744354034355 | 0.5663927326066321

 R   5 G  69    292     208.62     70.291		0.7579744354034355 | 0.5663927326066321

 R   5 G  70    284     204.44     70.745		0.7479744354034354 | 0.5163927326066321

 R   5 G  71    280      199.6     67.483		0.7479744354034354 | 0.5563927326066321

 R   5 G  72    288      210.7     65.998		0.7679744354034355 | 0.5163927326066321

 R   5 G  73    280      215.5     61.299		0.7379744354034354 | 0.5163927326066321

 R   5 G  74    290     202.16     68.054		0.7579744354034355 | 0.5663927326066321

 R   5 G  75    286      219.7     56.532		0.7579744354034355 | 0.5763927326066322

 R   5 G  76    282     208.12      62.42		0.7479744354034354 | 0.5063927326066321

 R   5 G  77    294     207.32     63.787		0.7579744354034355 | 0.5763927326066322

 R   5 G  78    282     206.78     69.703		0.7679744354034355 | 0.4963927326066321

 R   5 G  79    290      216.7     61.532		0.7479744354034354 | 0.5163927326066321

 R   5 G  80    286     207.62     65.868		0.7379744354034354 | 0.5063927326066321

 R   5 G  81    290     210.62     62.331		0.7479744354034354 | 0.5063927326066321

 R   5 G  82    286      206.2     65.202		0.7379744354034354 | 0.4963927326066321

 R   5 G  83    284     205.76     66.827		0.7479744354034354 | 0.5063927326066321

 R   5 G  84    292     215.02     61.142		0.7479744354034354 | 0.5063927326066321

 R   5 G  85    290     209.28     67.213		0.7679744354034355 | 0.5563927326066321

 R   5 G  86    286     199.98     65.249		0.7779744354034355 | 0.5563927326066321

 R   5 G  87    282     205.74     63.784		0.7679744354034355 | 0.5563927326066321

 R   5 G  88    282     208.96     58.468		0.7679744354034355 | 0.5563927326066321

 R   5 G  89    284     201.68     65.615		0.7679744354034355 | 0.5563927326066321

 R   5 G  90    286     208.12     66.547		0.7679744354034355 | 0.5763927326066322

 R   5 G  91    284     201.44     69.165		0.7679744354034355 | 0.5563927326066321

 R   5 G  92    282     203.08      63.96		0.7679744354034355 | 0.5663927326066321

 R   5 G  93    286     204.28     68.714		0.7579744354034355 | 0.5463927326066321

 R   5 G  94    284     206.98     70.529		0.7679744354034355 | 0.5663927326066321

 R   5 G  95    280     205.26     67.621		0.7579744354034355 | 0.5463927326066321

 R   5 G  96    286     204.26     67.849		0.7479744354034354 | 0.5463927326066321

 R   5 G  97    280     216.28     60.542		0.7779744354034355 | 0.5463927326066321

 R   5 G  98    284     205.02     69.187		0.7479744354034354 | 0.5663927326066321

 R   5 G  99    288     202.68     63.086		0.7779744354034355 | 0.5863927326066322

5      2###################### RawFitness
           0          0          350

 R   6 G   0    350     205.48     68.248		0.032046590050003876 | 0.869752261212255

 R   6 G   1    346     203.98     60.899		0.07463775100731573 | 0.7588070325106269

 R   6 G   2    336     207.54     69.357		0.17614910373798032 | 0.5221424123865165

 R   6 G   3    340     208.88     68.727		0.10806429147954444 | 0.3291312145476989

 R   6 G   4    350     204.38     70.893		0.01808581536443743 | 0.3259276558499977

 R   6 G   5    342     201.86     71.122		0.10806429147954444 | 0.3391312145476989

 R   6 G   6    342     213.28     68.311		0.10806429147954444 | 0.3391312145476989

 R   6 G   7    346     190.82     84.231		0.09806429147954444 | 0.3291312145476989

 R   6 G   8    348      205.5     82.685		0.10806429147954444 | 0.3391312145476989

 R   6 G   9    346      211.1     72.933		0.09806429147954444 | 0.3291312145476989

 R   6 G  10    344     214.16     77.643		0.09806429147954444 | 0.3291312145476989

 R   6 G  11    340     203.54     81.138		0.09806429147954444 | 0.3291312145476989

 R   6 G  12    308     204.14     75.143		0.4803533629316302 | 0.9287631499196511

 R   6 G  13    312     206.44     75.128		0.4803533629316302 | 0.9287631499196511

 R   6 G  14    312     191.12     79.149		0.4803533629316302 | 0.9287631499196511

 R   6 G  15    314     213.56     79.175		0.4703533629316302 | 0.9187631499196511

 R   6 G  16    318     209.26     81.022		0.4703533629316302 | 0.9387631499196512

 R   6 G  17    318      206.1     80.303		0.4603533629316302 | 0.9387631499196512

 R   6 G  18    316     194.44     88.421		0.49035336293163023 | 0.9487631499196512

 R   6 G  19    320     199.64     88.816		0.4603533629316302 | 0.9287631499196511

 R   6 G  20    322     198.46       80.2		0.4603533629316302 | 0.9287631499196511

 R   6 G  21    316     199.28     87.499		0.4603533629316302 | 0.9287631499196511

 R   6 G  22    314     196.26     83.599		0.4603533629316302 | 0.9587631499196512

 R   6 G  23    314     208.04     87.743		0.4803533629316302 | 0.9387631499196512

 R   6 G  24    324     197.76      85.23		0.4803533629316302 | 0.9387631499196512

 R   6 G  25    316     204.16     83.149		0.4803533629316302 | 0.9387631499196512

 R   6 G  26    314      191.2     82.099		0.4603533629316302 | 0.8987631499196511

 R   6 G  27    314     198.44     88.147		0.4703533629316302 | 0.9387631499196512

 R   6 G  28    318     208.38     84.106		0.4603533629316302 | 0.9187631499196511

 R   6 G  29    314      202.0     87.048		0.4503533629316302 | 0.9187631499196511
